LoanID,CustomerID,BranchID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,Status
1279,1411,617,Personal,305052.7,3.84,60,2021-08-12,Active
1280,3405,381,Mortgage,393941.65,3.93,12,2021-05-05,Active
1281,6339,195,Mortgage,222292.47,7.52,12,2024-10-08,Active
1282,3496,323,Mortgage,251001.75,6.81,48,2024-05-27,Active
1283,9778,130,Personal,464993.56,5.29,12,2024-11-03,Active
1284,7205,704,Mortgage,269193.78,9.37,36,2022-07-07,Active
1285,5287,189,Auto,260425.45,10.94,60,2024-09-03,Active
1286,7340,381,Mortgage,219096.31,8.2,24,2024-08-20,Active
1287,7812,303,Auto,355651.97,6.86,120,2024-12-14,Active
1288,1412,328,Personal,184161.3,9.49,120,2025-11-15,Active
1289,2363,325,Personal,361516.23,5.43,360,2026-01-06,Active
1290,9079,106,Personal,440812.17,6.22,60,2024-05-22,Active
1291,6100,381,Personal,163198.31,4.86,48,2023-10-13,Active
1292,6846,381,Auto,78833.75,10.09,120,2023-12-24,Active
1293,2871,263,Personal,378126.69,10.19,12,2024-02-21,Active
1294,3314,658,Student,78003.59,5.23,36,2023-04-23,Active
1295,9889,444,Personal,327715.28,6.51,48,2024-09-14,Paid
1296,3993,754,Auto,410010.86,12.32,36,2023-03-07,Paid
1297,4892,338,Mortgage,377918.06,10.55,36,2025-07-18,Active
1298,4733,529,Auto,37395.38,10.87,12,2025-07-13,Active
1299,529,106,Mortgage,69851.61,7.31,12,2024-12-06,Active
1300,7632,559,Auto,30895.11,11.77,24,2024-12-31,Active
1301,1101,858,Personal,277203.95,4.1,36,2024-05-18,Active
1302,9522,320,Student,406272.95,10.26,24,2024-04-22,Active
1303,2074,532,Student,365825.16,6.79,48,2021-09-12,Defaulted
1304,2241,792,Mortgage,491588.82,8.26,360,2022-09-30,Active
1305,3649,214,Auto,156442.25,6.88,60,2023-04-04,Active
1306,257,127,Auto,306491.25,8.68,24,2023-08-28,Paid
1307,1589,703,Mortgage,223275.62,5.47,48,2023-09-15,Paid
1308,9181,195,Auto,68894.02,10.04,360,2022-06-10,Active
1309,8131,130,Personal,20137.42,10.81,360,2023-04-17,Active
1310,4507,130,Personal,469621.75,11.9,60,2026-01-31,Active
1311,922,881,Auto,331771.33,12.3,12,2022-03-07,Active
1312,7449,350,Auto,287034.69,9.37,120,2024-12-13,Active
1313,5924,658,Personal,37878.26,11.26,360,2022-11-07,Paid
1314,1310,381,Student,442300.67,10.94,60,2022-11-18,Active
1315,2833,559,Mortgage,458636.2,6.49,48,2024-07-21,Active
1316,9297,338,Personal,20272.42,6.23,24,2024-12-16,Active
1317,2707,704,Student,359272.21,7.19,360,2023-08-08,Active
1318,5012,338,Student,129507.35,10.16,60,2025-08-26,Active
1319,8714,448,Student,230094.25,11.27,36,2023-12-12,Defaulted
1320,622,674,Auto,235661.81,10.66,360,2022-03-24,Active
1321,6639,928,Auto,232721.8,10.14,24,2025-10-15,Active
1322,3917,320,Personal,315160.62,5.18,24,2024-08-24,Active
1323,5818,467,Auto,88766.4,8.28,24,2022-02-18,Active
1324,1183,199,Personal,160375.62,7.99,36,2023-12-19,Active
1325,2057,132,Personal,106575.12,10.68,120,2024-08-01,Active
1326,3749,467,Mortgage,265203.3,3.81,24,2022-09-03,Active
1327,1776,320,Auto,176395.49,5.78,12,2025-12-23,Active
1328,4216,204,Mortgage,310810.48,7.84,24,2025-09-15,Active
1329,5149,858,Student,325291.84,7.56,360,2023-04-20,Active
1330,5598,658,Auto,124139.97,4.79,36,2024-09-29,Active
1331,3026,925,Personal,101082.34,6.36,12,2023-03-02,Active
1332,2216,833,Mortgage,387406.21,8.63,120,2024-02-29,Active
1333,2351,754,Mortgage,128385.55,7.9,60,2025-11-18,Active
1334,3704,859,Personal,57206.92,10.34,36,2021-10-26,Active
1335,2208,189,Auto,423197.37,11.68,48,2024-06-29,Active
1336,493,925,Mortgage,461624.49,6.99,120,2023-01-25,Active
1337,8637,859,Personal,498495.34,10.59,12,2023-01-07,Defaulted
1338,2698,106,Student,35302.44,6.87,60,2022-01-18,Active
1339,3807,818,Personal,221334.97,4.3,36,2024-05-18,Paid
1340,1582,259,Auto,34385.73,3.57,120,2022-01-03,Active
1341,2318,529,Mortgage,294570.01,10.13,24,2023-01-04,Active
1342,6827,658,Personal,175322.18,9.86,60,2021-12-19,Active
1343,3048,195,Mortgage,448887.79,3.57,48,2022-12-26,Active
1344,3759,214,Auto,214551.77,9.86,24,2024-04-01,Active
1345,4494,532,Mortgage,497967.22,11.38,120,2024-12-22,Active
1346,4527,716,Mortgage,256698.58,10.62,24,2022-04-12,Active
1347,1528,858,Student,172880.22,11.04,60,2022-03-29,Active
1348,1303,130,Auto,112056.21,5.96,36,2025-02-02,Defaulted
1349,1432,674,Student,273069.13,12.01,48,2021-05-08,Active
1350,4263,195,Auto,342141.21,9.13,36,2022-09-15,Active
1351,5961,990,Auto,71038.81,12.0,36,2025-06-09,Active
1352,9181,204,Student,96408.15,4.17,60,2025-08-15,Active
1353,3054,242,Student,408898.59,8.19,12,2023-10-10,Paid
1354,870,716,Personal,34260.33,10.63,24,2025-05-08,Active
1355,6537,195,Personal,178645.64,8.58,12,2022-11-28,Active
1356,4624,617,Personal,166437.65,4.45,36,2023-11-03,Active
1357,4985,754,Mortgage,29628.51,5.72,12,2023-12-02,Active
1358,9985,559,Student,112895.58,11.55,60,2025-03-11,Active
1359,6264,990,Student,73315.75,6.64,120,2026-03-23,Active
1360,408,338,Personal,431283.44,9.74,12,2022-12-09,Defaulted
1361,9523,323,Auto,490029.68,6.03,60,2025-02-06,Active
1362,2167,703,Personal,252973.55,11.25,60,2022-10-06,Paid
1363,119,189,Student,329129.03,5.51,48,2022-10-21,Active
1364,2692,559,Mortgage,438161.99,11.25,48,2023-03-29,Paid
1365,1740,242,Student,253319.38,4.38,60,2022-04-01,Paid
1366,7801,703,Auto,68637.61,6.96,24,2025-06-01,Active
1367,9898,350,Personal,24806.16,9.58,360,2024-07-18,Active
1368,6770,467,Personal,389661.05,10.4,120,2021-12-16,Active
1369,3290,130,Auto,144101.69,8.32,48,2024-10-10,Active
1370,4335,320,Auto,339617.78,5.85,48,2026-01-20,Active
1371,9884,259,Student,299196.11,6.04,60,2022-09-04,Paid
1372,168,925,Mortgage,21764.94,6.07,12,2022-10-04,Paid
1373,3803,833,Personal,417874.88,6.6,48,2024-04-03,Active
1374,4857,127,Personal,303441.96,10.2,48,2025-10-02,Active
1375,7965,242,Mortgage,361017.96,7.27,120,2025-12-16,Paid
1376,968,350,Mortgage,242504.89,4.61,48,2024-03-18,Active
1377,6828,674,Personal,116671.9,9.67,120,2025-10-03,Active
1378,7777,350,Student,37930.48,5.31,60,2023-08-21,Active
1379,7731,199,Personal,201666.72,8.98,48,2022-12-27,Paid
1380,5538,674,Mortgage,333889.39,10.67,12,2022-05-02,Active
1381,4584,928,Personal,495315.71,9.69,24,2023-02-22,Active
1382,669,130,Personal,385907.61,4.01,120,2023-12-25,Active
1383,1561,877,Mortgage,139327.94,10.72,360,2025-07-11,Active
1384,5098,532,Auto,39930.47,6.76,48,2023-11-25,Active
1385,989,263,Mortgage,295656.5,4.41,24,2021-06-09,Paid
1386,7259,132,Student,306767.79,3.97,48,2025-10-19,Active
1387,9942,754,Student,472175.37,3.96,360,2025-02-12,Active
1388,1500,704,Mortgage,178291.84,11.68,12,2023-12-05,Active
1389,6714,204,Student,334492.36,10.11,12,2025-02-10,Paid
1390,7249,130,Personal,457923.32,10.37,12,2023-08-22,Active
1391,9809,338,Student,209200.15,4.22,36,2021-07-18,Paid
1392,2664,716,Student,311970.19,11.51,360,2025-02-25,Active
1393,9512,765,Student,192243.4,10.11,36,2022-12-21,Active
1394,3732,204,Mortgage,268127.69,11.73,12,2025-05-13,Paid
1395,9260,125,Personal,111228.14,3.93,36,2022-08-07,Active
1396,4886,703,Mortgage,368920.87,8.66,12,2026-03-14,Active
1397,4439,990,Student,111596.14,4.81,120,2024-11-18,Active
1398,2680,106,Auto,422056.52,4.34,24,2022-03-14,Active
1399,6686,818,Mortgage,468660.76,7.34,12,2025-06-15,Active
1400,1044,350,Student,239643.42,12.0,120,2024-04-06,Active
1401,2619,194,Mortgage,172764.82,8.09,360,2024-10-10,Active
1402,9327,125,Auto,265460.67,5.31,24,2024-03-20,Active
1403,1490,658,Mortgage,206580.26,10.78,36,2025-01-17,Paid
1404,6539,925,Auto,345894.75,11.71,48,2025-06-09,Active
1405,240,214,Auto,61646.56,5.54,120,2026-03-05,Paid
1406,7587,125,Mortgage,239862.9,8.61,36,2021-10-13,Active
1407,1326,320,Student,226545.68,12.29,24,2024-08-01,Defaulted
1408,9348,859,Student,40703.56,8.21,360,2022-05-16,Active
1409,2668,925,Mortgage,252058.6,10.84,36,2025-08-15,Paid
1410,1518,132,Personal,417309.43,4.67,60,2023-05-18,Active
1411,5675,130,Personal,162441.96,6.91,24,2023-10-09,Paid
1412,730,381,Personal,19601.33,9.24,60,2023-07-18,Active
1413,1719,132,Mortgage,134866.63,8.42,360,2022-07-31,Active
1414,2243,259,Personal,297834.39,10.43,12,2024-02-09,Active
1415,6065,990,Mortgage,235504.03,6.17,12,2022-05-15,Active
1416,5131,617,Mortgage,33468.66,6.49,120,2022-01-17,Active
1417,9265,195,Student,28447.26,5.28,48,2025-08-13,Active
1418,7857,204,Auto,142436.21,7.13,48,2021-08-18,Active
1419,1375,448,Student,144913.04,10.46,360,2024-01-01,Active
1420,9926,532,Mortgage,123987.48,3.86,36,2023-07-12,Defaulted
1421,1710,854,Auto,171669.36,4.53,36,2024-02-24,Paid
1422,3558,303,Personal,59310.06,9.65,60,2023-12-23,Paid
1423,5369,338,Mortgage,419856.88,9.16,60,2021-12-22,Active
1424,3148,658,Student,328904.89,4.0,48,2026-04-15,Active
1425,3231,320,Auto,431151.73,8.45,60,2022-05-20,Defaulted
1426,3661,703,Personal,80655.24,4.24,120,2023-10-10,Defaulted
1427,6959,323,Auto,420932.13,8.55,360,2022-03-14,Active
1428,9861,754,Student,37299.08,7.54,360,2024-06-13,Defaulted
1429,8087,814,Student,474041.71,11.81,48,2022-05-30,Active
1430,61,448,Mortgage,196289.49,9.35,48,2025-09-06,Paid
1431,9674,716,Personal,6813.56,4.01,60,2024-12-26,Active
1432,3300,204,Auto,48267.8,4.48,360,2023-04-30,Active
1433,5019,990,Personal,325562.55,9.37,24,2023-12-17,Active
1434,784,754,Personal,374857.09,10.38,60,2025-12-18,Active
1435,6058,325,Mortgage,336965.87,5.81,360,2023-06-13,Active
1436,116,818,Auto,202019.5,7.7,60,2021-05-12,Active
1437,4602,765,Student,413809.41,3.98,36,2021-11-17,Active
1438,7430,928,Personal,277640.2,7.88,60,2024-12-07,Active
1439,6507,350,Mortgage,183823.8,5.37,60,2022-01-19,Active
1440,7220,444,Mortgage,276892.77,12.47,36,2025-02-24,Active
1441,5551,384,Student,180371.5,5.13,36,2021-09-19,Active
1442,4361,617,Auto,415736.33,4.36,48,2024-07-19,Active
1443,2238,674,Student,246563.45,8.92,36,2023-06-15,Active
1444,8798,704,Auto,483558.89,8.96,36,2022-04-23,Active
1445,9478,658,Student,341041.52,8.8,12,2023-11-25,Paid
1446,2530,320,Student,242169.08,9.11,60,2023-11-30,Paid
1447,9649,658,Personal,364966.61,11.63,48,2024-01-30,Active
1448,6764,127,Personal,351938.84,5.39,120,2023-02-12,Active
1449,7351,489,Student,424768.06,5.67,12,2023-05-26,Paid
1450,4496,195,Student,320455.85,5.76,60,2025-07-01,Active
1451,7485,214,Student,218897.86,6.27,24,2024-04-14,Active
1452,9410,704,Auto,72049.04,8.32,12,2022-11-01,Active
1453,2662,559,Auto,193010.18,6.95,12,2021-06-25,Paid
1454,4265,925,Mortgage,251370.6,7.09,12,2022-02-17,Active
1455,9667,877,Mortgage,49078.07,8.95,360,2024-05-14,Paid
1456,10000,859,Student,255371.65,5.68,120,2024-07-21,Active
1457,7259,858,Student,353234.17,9.21,360,2022-02-15,Active
1458,9581,990,Student,209069.49,5.0,12,2023-08-29,Active
1459,724,854,Mortgage,51269.44,10.39,12,2025-01-05,Active
1460,207,127,Mortgage,359377.93,9.14,360,2022-03-29,Active
1461,2125,881,Auto,141421.34,8.95,24,2024-07-16,Active
1462,1889,716,Auto,46662.78,6.68,36,2023-11-08,Active
1463,5850,106,Mortgage,231454.65,11.91,12,2021-12-17,Active
1464,1238,818,Personal,176813.82,7.22,36,2024-04-17,Paid
1465,8814,130,Student,146927.33,7.38,360,2025-05-05,Active
1466,2294,328,Auto,156191.24,4.68,12,2023-04-02,Active
1467,5225,467,Student,288362.38,4.02,48,2022-11-28,Active
1468,7892,381,Auto,89946.88,6.74,48,2025-05-09,Paid
1469,7688,448,Mortgage,87245.83,12.05,360,2024-12-05,Active
1470,5520,814,Auto,408425.71,8.19,36,2025-09-18,Paid
1471,6558,859,Mortgage,88299.61,8.08,12,2023-08-11,Active
1472,7786,350,Student,7263.44,11.43,24,2021-05-16,Paid
1473,4575,350,Student,195597.69,11.38,48,2022-01-24,Active
1474,9848,818,Mortgage,73696.44,5.35,120,2023-01-10,Defaulted
1475,4261,716,Personal,468734.02,10.19,360,2023-08-01,Active
1476,7874,704,Student,258303.44,3.87,360,2021-12-02,Active
1477,2924,194,Student,473215.72,7.28,12,2025-06-28,Active
1478,961,132,Auto,289425.61,5.23,36,2025-08-15,Active
1479,9956,928,Personal,225492.06,7.35,120,2021-11-23,Active
1480,775,127,Student,484827.1,7.43,48,2021-06-11,Active
1481,4948,381,Mortgage,63188.44,9.04,24,2021-05-11,Active
1482,9281,881,Auto,384515.23,7.18,24,2025-06-14,Active
1483,806,384,Student,498953.52,11.3,36,2022-04-04,Active
1484,1550,263,Mortgage,303733.79,10.75,120,2026-03-11,Active
1485,8830,754,Student,408421.25,8.01,24,2024-06-30,Active
1486,7649,350,Mortgage,257301.75,12.26,60,2025-05-30,Active
1487,5460,381,Mortgage,81717.52,9.33,360,2022-03-07,Active
1488,9455,529,Personal,468928.76,5.67,48,2023-11-09,Active
1489,9349,990,Student,424214.92,5.04,120,2024-03-30,Active
1490,1456,444,Auto,336623.7,3.82,60,2022-03-05,Paid
1491,9466,814,Mortgage,387774.23,6.13,120,2023-12-18,Active
1492,6575,704,Auto,198065.43,6.52,24,2026-04-08,Paid
1493,6997,127,Student,50497.58,9.38,60,2024-05-11,Active
1494,7611,130,Student,427934.65,7.28,360,2022-02-24,Active
1495,7109,858,Student,258721.6,3.81,12,2023-09-10,Active
1496,1853,338,Auto,476823.01,10.65,60,2026-04-07,Active
1497,2865,858,Personal,128462.29,8.17,12,2024-05-13,Paid
1498,4515,858,Auto,39997.5,6.71,12,2024-02-03,Active
1499,8143,132,Personal,495305.32,3.53,120,2025-11-02,Defaulted
1500,8943,674,Mortgage,167501.12,9.65,60,2022-12-03,Active
1501,9049,125,Auto,300819.81,4.08,60,2025-12-04,Active
1502,5467,529,Student,493379.46,5.99,12,2025-06-12,Defaulted
1503,1,338,Personal,428018.26,11.69,360,2023-02-13,Active
1504,5159,877,Auto,202577.74,10.79,36,2024-07-28,Active
1505,9126,990,Student,404197.82,6.7,360,2025-12-24,Active
1506,6808,338,Personal,125309.09,11.62,36,2021-08-14,Active
1507,7957,716,Personal,465646.18,8.11,36,2025-04-13,Active
1508,3051,674,Mortgage,396604.7,4.37,120,2022-10-19,Paid
1509,5150,204,Auto,412914.4,11.02,24,2024-08-30,Active
1510,1630,716,Auto,326096.69,7.15,120,2024-12-08,Active
1511,8482,858,Mortgage,245885.77,11.58,24,2021-12-21,Active
1512,7647,833,Personal,423332.23,11.12,12,2025-09-17,Defaulted
1513,3787,263,Personal,175263.88,8.42,12,2021-09-25,Active
1514,145,859,Mortgage,348263.12,7.46,120,2025-11-11,Active
1515,4694,350,Personal,97203.66,10.37,120,2023-07-02,Active
1516,6079,716,Student,104323.25,5.43,360,2023-05-13,Active
1517,269,704,Auto,58586.35,6.12,24,2025-09-27,Active
1518,8352,130,Student,121234.58,7.85,12,2025-09-21,Active
1519,6794,489,Student,352836.22,10.91,120,2021-11-23,Active
1520,5248,199,Student,459897.27,8.09,36,2024-07-25,Paid
1521,5137,990,Student,462688.46,8.72,12,2025-11-29,Paid
1522,1656,814,Mortgage,329970.4,10.65,12,2023-12-16,Active
1523,2821,467,Student,42716.91,8.44,12,2025-10-24,Active
1524,5907,259,Personal,303047.26,6.74,36,2022-07-02,Active
1525,4635,532,Auto,450189.08,4.71,36,2025-04-18,Active
1526,359,881,Student,436035.68,9.48,120,2022-10-03,Active
1527,2059,877,Student,175323.72,7.12,120,2022-12-22,Active
1528,1529,617,Mortgage,113168.02,6.15,24,2021-07-05,Active
1529,783,467,Mortgage,78052.93,5.78,12,2021-07-30,Active
1530,238,125,Mortgage,364386.84,5.37,24,2025-03-09,Active
1531,8862,325,Mortgage,451823.63,5.69,120,2021-06-17,Active
1532,9672,199,Mortgage,466590.67,12.16,360,2023-12-18,Active
1533,9145,127,Mortgage,438546.14,12.12,60,2024-08-02,Active
1534,6743,328,Student,73960.49,3.66,36,2023-08-27,Active
1535,5806,467,Mortgage,146915.82,11.22,60,2023-06-12,Active
1536,8638,132,Student,180524.35,8.0,48,2024-03-16,Active
1537,5721,214,Student,456410.17,10.4,48,2021-05-03,Paid
1538,2255,703,Auto,336835.42,4.13,36,2023-04-27,Active
1539,7536,448,Student,90200.31,7.71,36,2021-07-01,Paid
1540,5057,703,Auto,79512.81,10.21,24,2021-05-15,Active
1541,8761,792,Student,308994.9,4.07,120,2024-07-10,Active
1542,2708,130,Student,495314.14,12.2,24,2021-05-02,Paid
1543,9693,532,Mortgage,419503.38,10.58,120,2023-07-16,Active
1544,152,106,Personal,135088.64,7.66,120,2024-05-09,Active
1545,6889,242,Personal,387015.17,10.9,24,2022-05-15,Active
1546,3514,194,Auto,413718.08,6.09,60,2021-09-18,Active
1547,3610,195,Student,42142.81,6.86,24,2025-08-30,Active
1548,2749,881,Auto,71549.68,5.49,36,2022-01-08,Active
1549,1052,381,Personal,197585.91,12.02,24,2025-09-04,Active
1550,9887,194,Auto,410096.66,5.61,24,2025-05-22,Active
1551,7859,384,Personal,99973.09,11.17,24,2023-04-10,Paid
1552,3548,467,Personal,162116.07,7.84,60,2023-02-08,Active
1553,9805,877,Student,255363.27,6.11,36,2021-10-04,Active
1554,8468,818,Auto,158847.57,12.05,24,2021-07-21,Active
1555,804,792,Student,233531.23,11.7,12,2022-10-27,Active
1556,6019,754,Student,390371.72,8.96,360,2025-07-03,Active
1557,512,617,Student,442861.57,10.78,36,2024-07-10,Active
1558,4846,189,Personal,409272.68,5.69,36,2023-05-07,Active
1559,2558,858,Auto,129766.99,8.26,12,2022-06-28,Active
1560,5519,303,Mortgage,301033.21,6.88,24,2025-03-13,Active
1561,2326,132,Auto,199966.98,9.99,48,2022-11-14,Active
1562,3455,877,Auto,420157.6,7.92,36,2022-09-22,Active
1563,4991,130,Student,12147.64,3.62,360,2023-01-26,Active
1564,1629,814,Personal,395849.97,9.05,120,2025-07-13,Paid
1565,7680,814,Personal,81244.64,9.56,36,2023-03-14,Active
1566,1656,303,Mortgage,357927.66,3.65,48,2024-12-09,Active
1567,172,259,Student,192262.74,10.97,48,2024-01-25,Active
1568,717,384,Personal,233717.32,8.12,48,2021-10-25,Active
1569,6983,448,Auto,83998.12,5.54,60,2023-07-16,Active
1570,1839,754,Personal,135372.84,12.16,12,2023-01-28,Active
1571,6010,194,Mortgage,471392.92,8.33,60,2022-07-22,Active
1572,1082,214,Student,435979.67,8.93,24,2024-08-04,Paid
1573,8811,303,Auto,384505.68,11.71,36,2021-09-10,Paid
1574,7541,106,Student,244569.32,5.65,36,2024-02-19,Active
1575,198,754,Personal,202804.65,8.73,120,2026-04-15,Active
1576,1622,189,Student,165675.57,8.61,12,2021-09-20,Active
1577,9722,658,Auto,204498.03,7.18,12,2023-07-11,Active
1578,3028,189,Student,222886.51,7.12,360,2025-04-05,Active
1579,1394,814,Student,248870.67,10.67,120,2023-04-20,Active
1580,7279,877,Personal,471223.11,9.24,60,2024-05-06,Paid
1581,3954,384,Auto,445875.23,5.15,120,2023-02-08,Active
1582,5323,195,Auto,495912.67,6.55,48,2024-02-05,Active
1583,8646,716,Personal,13197.34,9.64,48,2022-07-05,Active
1584,7693,818,Auto,52011.82,11.4,60,2022-09-16,Active
1585,5534,106,Student,115746.4,5.36,48,2024-11-13,Active
1586,1456,658,Auto,110464.3,6.02,24,2024-06-04,Active
1587,4262,125,Auto,301803.48,11.69,12,2023-07-11,Active
1588,6429,529,Mortgage,91089.68,4.1,36,2023-01-24,Active
1589,3984,130,Student,173643.62,7.0,36,2021-10-03,Active
1590,8617,858,Mortgage,126225.14,4.82,360,2024-03-27,Active
1591,5158,204,Mortgage,254447.74,5.55,48,2023-02-03,Active
1592,403,350,Student,244816.91,11.28,36,2026-02-07,Active
1593,7679,194,Auto,113023.25,3.65,24,2025-04-17,Paid
1594,1803,532,Student,49993.69,10.24,120,2022-12-04,Active
1595,2558,195,Auto,169389.52,7.11,120,2023-11-28,Active
1596,9323,127,Student,367490.33,11.98,36,2024-06-13,Paid
1597,1824,320,Student,242284.52,10.1,48,2022-02-17,Paid
1598,1897,259,Personal,50827.05,6.83,24,2022-12-20,Active
1599,2333,132,Personal,364153.22,11.32,48,2024-04-05,Paid
1600,6211,320,Mortgage,234067.13,4.52,12,2026-04-23,Defaulted
1601,2282,444,Mortgage,33165.42,8.08,60,2025-01-02,Active
1602,9666,881,Mortgage,393986.66,3.66,12,2023-10-30,Active
1603,7974,132,Student,130069.11,9.27,36,2022-07-18,Active
1604,123,384,Mortgage,406668.45,8.47,60,2024-11-21,Active
1605,6755,263,Auto,218232.43,5.02,48,2021-10-25,Active
1606,8754,467,Auto,17794.8,10.62,60,2024-07-17,Active
1607,4825,532,Mortgage,436392.24,5.15,36,2021-11-02,Active
1608,7671,448,Mortgage,123257.12,4.67,36,2021-07-12,Active
1609,9843,704,Student,465016.02,5.08,24,2026-02-02,Active
1610,2331,818,Mortgage,154553.64,7.43,60,2025-03-18,Defaulted
1611,2209,448,Personal,202779.92,10.74,120,2022-08-22,Active
1612,1502,529,Student,37809.92,3.71,48,2025-04-14,Defaulted
1613,3617,199,Personal,222614.31,11.1,24,2023-06-26,Paid
1614,7841,792,Auto,172439.08,3.92,24,2021-05-28,Active
1615,8774,854,Mortgage,408378.27,4.9,360,2023-12-26,Active
1616,2543,990,Student,12082.57,8.94,36,2022-01-27,Paid
1617,1867,194,Personal,90537.78,12.06,60,2023-07-05,Paid
1618,9063,792,Mortgage,73048.94,9.91,360,2023-05-16,Active
1619,8196,859,Mortgage,307846.7,7.84,24,2022-04-14,Active
1620,6850,127,Personal,388231.23,8.18,120,2024-08-07,Active
1621,7499,674,Personal,201106.77,4.7,24,2023-10-14,Active
1622,1768,106,Mortgage,477029.11,10.15,12,2022-02-01,Active
1623,7218,320,Mortgage,263721.2,9.57,24,2021-11-23,Active
1624,649,127,Mortgage,288339.0,10.06,120,2022-01-25,Active
1625,7667,703,Auto,297463.05,11.69,360,2023-01-05,Active
1626,5298,106,Student,38159.08,8.3,60,2025-01-02,Active
1627,1752,204,Student,252950.86,5.11,36,2024-06-07,Active
1628,1988,130,Auto,79578.69,9.87,48,2024-11-18,Paid
1629,4393,130,Personal,170694.55,10.87,12,2023-12-14,Active
1630,4052,263,Personal,351603.21,7.11,48,2021-09-24,Active
1631,8080,754,Auto,446319.03,10.22,48,2022-08-22,Active
1632,6825,559,Personal,242430.36,7.76,12,2024-05-18,Active
1633,2414,716,Mortgage,237779.24,7.94,360,2023-10-07,Active
1634,4880,127,Student,31118.82,8.63,360,2022-10-14,Active
1635,5926,467,Auto,414428.44,8.08,360,2024-12-13,Active
1636,7346,467,Student,56559.84,8.72,120,2021-08-28,Defaulted
1637,1680,877,Student,226322.75,4.39,12,2021-09-01,Active
1638,9832,928,Student,342685.71,7.41,12,2024-10-27,Paid
1639,8196,703,Personal,51991.7,4.89,360,2022-05-24,Active
1640,2026,716,Mortgage,133252.22,6.51,24,2025-11-26,Active
1641,9612,350,Student,304632.75,10.14,36,2026-03-16,Active
1642,759,833,Auto,60597.67,11.53,24,2022-11-14,Paid
1643,2433,263,Auto,225447.09,9.61,24,2022-09-25,Active
1644,4554,716,Auto,13073.64,10.24,120,2022-12-03,Active
1645,2120,489,Personal,136173.72,11.1,12,2025-09-27,Active
1646,4120,448,Personal,200960.93,11.99,360,2023-07-10,Active
1647,7391,990,Personal,305215.82,4.59,36,2023-01-16,Active
1648,2197,303,Personal,466428.81,3.59,120,2024-05-16,Active
1649,2,323,Student,236242.75,3.59,12,2025-03-30,Active
1650,2287,194,Mortgage,415798.19,10.84,360,2022-11-27,Active
1651,5570,263,Mortgage,244476.64,6.39,360,2025-11-19,Active
1652,2993,925,Mortgage,286538.49,7.61,24,2024-01-10,Active
1653,956,214,Mortgage,460164.15,7.09,24,2026-03-09,Active
1654,1016,529,Student,425914.68,8.92,360,2023-11-13,Active
1655,4484,325,Mortgage,245803.23,5.78,48,2024-06-08,Active
1656,262,125,Auto,256757.2,7.01,36,2026-02-03,Paid
1657,9184,303,Personal,326032.04,11.77,360,2026-02-13,Active
1658,6349,204,Personal,211460.9,9.91,36,2022-09-25,Paid
1659,398,833,Auto,132677.57,4.95,36,2022-08-20,Active
1660,7645,448,Auto,130259.08,11.83,360,2024-01-31,Active
1661,5928,448,Auto,293137.43,6.26,24,2021-11-08,Active
1662,533,704,Student,206674.69,10.04,12,2025-06-01,Active
1663,2104,703,Student,480276.3,7.15,120,2023-09-06,Active
1664,5833,320,Mortgage,332852.56,11.03,48,2025-06-12,Active
1665,9517,854,Auto,491459.08,8.08,120,2024-01-19,Active
1666,8012,127,Mortgage,479518.12,10.19,60,2022-10-22,Paid
1667,6443,925,Student,296989.14,11.02,12,2023-08-13,Active
1668,6363,529,Student,207366.92,11.45,60,2025-02-05,Paid
1669,6902,928,Auto,106598.86,6.58,60,2025-03-18,Active
1670,9058,350,Auto,20768.78,8.29,12,2024-05-02,Active
1671,4500,559,Personal,48969.33,4.55,60,2024-09-12,Active
1672,1962,125,Mortgage,461554.98,10.79,60,2024-06-04,Paid
1673,2810,859,Mortgage,207619.62,8.71,60,2023-12-27,Active
1674,996,204,Auto,326538.35,7.81,48,2022-03-07,Active
1675,7465,617,Personal,378249.74,9.66,36,2022-09-10,Active
1676,3425,674,Mortgage,38579.46,11.92,36,2025-09-09,Active
1677,2044,189,Mortgage,361386.4,3.59,48,2025-09-04,Active
1678,3512,854,Personal,129775.48,5.31,48,2024-02-22,Paid
1679,7413,489,Auto,371568.23,10.26,360,2025-01-06,Active
1680,2864,259,Student,410959.22,10.07,60,2023-01-11,Active
1681,5317,350,Mortgage,180128.99,3.56,12,2025-11-14,Active
1682,6757,818,Auto,425361.51,12.15,48,2022-11-29,Active
1683,2320,559,Auto,25726.74,11.1,24,2024-12-14,Active
1684,3375,754,Personal,139095.05,9.69,12,2025-06-25,Active
1685,1430,259,Auto,70923.6,7.66,36,2024-10-12,Active
1686,4519,858,Student,352912.84,5.61,36,2024-11-29,Active
1687,5525,754,Auto,412708.16,8.74,36,2024-04-06,Active
1688,9047,106,Personal,319869.9,9.44,48,2025-03-04,Defaulted
1689,4862,559,Personal,216401.24,8.64,24,2021-10-21,Paid
1690,2734,754,Auto,57886.52,4.0,24,2023-02-05,Active
1691,5450,132,Personal,259170.35,10.42,48,2021-12-29,Active
1692,6155,716,Auto,495541.39,8.65,360,2021-05-04,Active
1693,2303,259,Auto,367970.69,12.16,24,2021-12-23,Paid
1694,3141,106,Student,56034.03,10.76,36,2022-09-26,Active
1695,4878,658,Auto,381362.19,9.62,12,2022-05-25,Active
